country,Year,Region,CO2 emissions from fuel combustion (MtCO2),Average CO2 emission factor (tCO2/toe),CO2 intensity at constant purchasing power parities (kCO2/$15p),Total energy production (Mtoe),Total energy consumption (Mtoe),Share of renewables in electricity production (%),Share of electricity in total final energy consumption (%),Oil products domestic consumption (Mt),Refined oil products production (Mt),Natural gas production (bcm),Natural gas domestic consumption (bcm),Energy intensity of GDP at constant purchasing power parities (koe/$15p),Electricity production (TWh),Electricity domestic consumption (TWh),Coal and lignite domestic consumption (Mt),Share of wind and solar in electricity production (%),Crude oil production (Mt),Coal and lignite production (Mt)
Netherlands,2014,Europe,168.3652878,2.368147191,0.201456636,60.27940223,71.0957868,11.27064447,15.38218192,22.641,56.579,72.45100333,41.45094334,0.085069305,103.357,107.291,14.616,6.451425641,2.032,0
Netherlands,2015,Europe,175.5219437,2.435003232,0.205984314,47.89269633,72.0828381,12.39807936,15.44573138,23.389,59.091,55.04304242,41.02009046,0.084593035,110.38,109.928,17.87503161,7.979706469,2.006,0
Netherlands,2016,Europe,175.620781,2.386375286,0.201680056,46.02540092,73.59311088,12.82592091,15.38586145,24.239,60.097,53.1389887,42.12205562,0.084513135,115.212,111.445,16.424,8.601534562,1.569,0
Netherlands,2017,Europe,173.6254541,2.338409994,0.193748815,41.67293438,74.24936369,14.86953513,15.21380087,24.8131,59.66424,46.22876374,43.54567728,0.082854938,117.263249,112.273784,14.717435,11.00307992,1.470182,0
Netherlands,2018,Europe,166.9314535,2.288377423,0.18156296,36.43734636,72.94751814,16.49742225,15.61553417,24.633647,60.915771,38.75246331,42.58923231,0.079341353,114.468277,114.036007,13.07474904,12.54511588,1.479506,0
Netherlands,2019,Europe,160.3904054,2.237854144,0.171532537,33.33431209,71.6715188,18.02251433,15.82936333,23.48875344,61.90294751,33.68710459,44.3703087,0.076650454,121.3582937,113.5656028,10.10643303,13.82130588,1.112132047,0
Netherlands,2020,Europe,151.4607859,2.16587188,0.168907808,28.14649781,69.93063038,24.78119222,15.91978711,22.62727425,55.37073622,24.16524042,43.53553202,0.077986057,122.6765121,111.4018379,6.326573461,18.88679406,1.036054608,0
New Zealand,1990,Asia & Pacific,21.62052321,1.585381206,0.253559042,12.33168053,13.63742873,80.0086784,24.51220262,4.149,4.863,4.910003353,4.888000741,0.159935693,32.264,28.871,2.322123717,6.812546491,2.541,2.578
New Zealand,1991,Asia & Pacific,22.16846189,1.60365258,0.262852295,12.78308781,13.82373101,77.19013725,24.58937303,4.04,4.777,5.413992662,5.374999309,0.163908504,33.297,29.316,2.2805627,7.06970598,2.516,2.689
New Zealand,1992,Asia & Pacific,23.71422659,1.661248731,0.278135606,13.14059776,14.27494038,72.57280078,23.76825646,4.366,4.884,5.568993054,5.530994663,0.167425625,32.898,28.781,2.532722138,7.073378321,2.574,3.018
New Zealand,1993,Asia & Pacific,23.42923571,1.567786549,0.258284451,13.64517434,14.94414895,77.02115244,24.03003633,4.359,5.027,5.384000512,5.357994114,0.164744653,34.275,29.93,2.453687859,7.148067104,2.647,3.337
New Zealand,1994,Asia & Pacific,23.98646244,1.566118289,0.2515519,13.25488486,15.31586893,82.05554918,23.28726759,4.721,5.226,5.02400226,5.025002597,0.160621265,34.852,30.519,2.310585395,6.584987949,2.444,3.033
New Zealand,1995,Asia & Pacific,24.38009317,1.588711746,0.244150655,13.1088268,15.34582547,83.85513436,22.77124371,4.929,4.843,4.677994072,4.722999073,0.153678385,36.061,31.145,2.292669114,6.181192979,1.98,3.577
New Zealand,1996,Asia & Pacific,25.86243885,1.64142076,0.249944671,14.03388601,15.75612999,79.06670688,22.70470482,4.95,4.735,5.480002802,5.520999103,0.15227337,36.473,32.004,2.26439352,6.130562334,2.379,3.61
New Zealand,1997,Asia & Pacific,28.22928485,1.73394297,0.267354783,14.64271465,16.28039984,70.09350831,23.18368254,5.085,5.134,5.894002442,5.966997021,0.154188914,37.109,33.04,2.412156149,6.303053168,2.882,3.567
New Zealand,1998,Asia & Pacific,27.36759571,1.704896075,0.257157346,13.5335087,16.05235422,75.64808168,23.48645171,5.063,5.323,5.3199967,5.328999808,0.150834617,37.611,33.201,2.228433586,6.960729574,2.303,3.127
New Zealand,1999,Asia & Pacific,28.96199605,1.734696258,0.25805958,14.02549279,16.69571599,69.52244963,23.05081875,5.189,5.068,6.01699997,5.952004085,0.148763554,37.818,33.93,2.311739046,7.665661854,2.063,3.507
New Zealand,2000,Asia & Pacific,30.0982975,1.74295546,0.26061777,14.46837285,17.26854081,71.50100645,22.33522978,5.409,5.253,6.324008227,6.326996198,0.149526351,39.247,34.697,2.198868618,7.921624583,1.87,3.458
New Zealand,2001,Asia & Pacific,31.90828566,1.844988082,0.267026115,14.53749065,17.29457549,63.55664502,22.80969262,5.349,5.197,6.365998009,6.379996504,0.144730536,39.571,35.376,2.660689243,7.652068434,1.784,3.912
New Zealand,2002,Asia & Pacific,31.97992806,1.847800903,0.255659955,14.81457261,17.30702047,69.47917692,22.32334473,5.607,5.515,6.012004231,6.050002937,0.138359038,40.628,36.195,2.666739509,7.553903712,1.627,4.459
New Zealand,2003,Asia & Pacific,32.53949813,1.903336281,0.248781246,13.50885319,17.09603209,66.00583949,23.56878574,5.828,5.337,4.648005885,4.605003351,0.130707983,40.757,36.369,3.823447566,7.328802414,1.267,5.18
New Zealand,2004,Asia & Pacific,32.28966825,1.839796345,0.2372988,13.4641642,17.55067529,72.26713533,23.84639496,6.013,5.248,4.258005064,4.285001926,0.128981015,42.675,37.867,3.990920822,7.592267135,1.123,5.155
New Zealand,2005,Asia & Pacific,32.98333938,1.925034399,0.234604473,13.06532491,17.1338961,64.35283419,25.4698808,6.055,5.356,4.128994828,4.125994783,0.121870276,42.887,38.408,4.416462632,8.986406137,1.054,5.267
New Zealand,2006,Asia & Pacific,33.10939941,1.932067478,0.228988716,13.4571575,17.13677177,64.72145488,25.73924991,6.133,5.21,3.96800371,3.899000534,0.118520041,43.44,39.257,4.367498748,9.360036832,1.003,5.674
New Zealand,2007,Asia & Pacific,31.94934733,1.842844062,0.214502454,14.32199885,17.3369782,65.50598228,25.77506977,6.155,4.969,4.398999673,4.361996686,0.116397506,43.796,39.553,3.341631812,10.37766006,2.009,4.835
New Zealand,2008,Asia & Pacific,33.03329166,1.877816999,0.224040198,15.17195713,17.59132636,64.27495893,25.65072493,6.239,5.227,4.273005275,4.149997061,0.119308856,43.832,39.194,4.165246678,12.14865851,2.811,4.831
New Zealand,2009,Asia & Pacific,30.2676468,1.709916275,0.205722516,15.48878243,17.70124493,71.71101086,25.91835422,5.965,5.108,4.490996096,4.274002575,0.120311455,43.448,39.28,3.249148717,14.73485546,2.654,4.513
New Zealand,2010,Asia & Pacific,29.99432984,1.617639209,0.200774429,17.04878948,18.54203933,73.18176752,25.9551689,6.021,5.3,4.831997413,4.707000111,0.124115704,44.865,40.69,2.844774342,16.86838293,2.619,5.342
New Zealand,2011,Asia & Pacific,29.28293164,1.587759578,0.191541547,16.25561203,18.44292552,76.09601225,25.99977388,5.998,5.518,4.358999206,4.324995299,0.120636367,44.411,40.342,2.982329476,18.30852717,2.275,4.959
New Zealand,2012,Asia & Pacific,31.11260853,1.60552241,0.19907817,16.21229566,19.37849533,71.80976051,25.38400068,5.96,5.743,4.647994044,4.505002432,0.123995884,44.26,39.88,3.527751184,18.793493,2.032,4.922
New Zealand,2013,Asia & Pacific,31.25057787,1.603215192,0.194940515,16.30506808,19.4924412,74.21219337,24.40997095,6.04,5.519,4.790999007,4.806998888,0.12159348,43.253,39.496,3.108098914,19.68187178,1.779,4.625
New Zealand,2014,Asia & Pacific,31.8993602,1.552592584,0.191859021,17.07128698,20.54586666,79.13776471,23.13276855,6.189,5.418,5.240999137,5.368994119,0.123573321,43.538,39.862,3.15813898,21.96931416,1.989,3.985
New Zealand,2015,Asia & Pacific,31.66858709,1.523132935,0.183879497,16.71219679,20.79174205,80.08095152,23.56545709,6.332,5.809,4.954003766,5.059997733,0.120724523,44.224,40.422,2.947659474,23.30634949,2.061,3.391
New Zealand,2016,Asia & Pacific,31.22167353,1.51900974,0.174907767,16.20230524,20.55396534,84.23569794,22.70364621,6.475,5.695,5.066005241,5.063005224,0.115145915,43.7,39.781,2.515598454,23.597254,1.752,2.866
New Zealand,2017,Asia & Pacific,32.73300921,1.582650948,0.177811692,15.99553256,20.6823932,81.118623,22.33064831,6.728383,5.524,4.990002695,5.169250963,0.112350542,44.192333,39.662983,2.631710627,22.89686992,1.585,2.918563
New Zealand,2018,Asia & Pacific,32.15683529,1.573505875,0.169967636,15.44902598,20.4364253,83.37565791,22.72086175,6.778742,5.514,4.408000635,4.582995309,0.108018431,44.380042,39.543334,2.621948481,22.93871196,1.259,3.238599
New Zealand,2019,Asia & Pacific,32.08372255,1.547578401,0.165896629,15.6818005,20.73156521,81.68117893,22.26833096,6.977299376,5.65190828,4.728642153,4.926470739,0.10719756,44.78113204,39.74586266,2.9715604,23.34683981,1.300614483,3.041308776
New Zealand,2020,Asia & Pacific,30.00430431,1.443832242,0.170301312,15.19973315,20.78101834,80.02988022,23.4529158,6.40762349,4.026153742,4.65115916,4.880874467,0.1179509,44.15034355,38.92924493,2.812770447,23.91162611,1.118213757,2.825487916
Nigeria,1990,Africa,28.32067832,0.42630721,0.092771676,146.3030797,66.43255775,32.58560499,1.141129206,7.086,12.849,4,4,0.217616953,13.463,7.871,0.075,0,88.322,0.09
Nigeria,1991,Africa,33.59143221,0.482521428,0.109644474,152.4868315,69.61645689,41.8648973,1.146529823,8.516,13.902,4.878003848,4.878003848,0.227232342,14.167,8.292,0.073,0,92.144,0.1
Nigeria,1992,Africa,40.14598769,0.554750041,0.125238887,157.6720157,72.36770571,40.84535526,1.149743898,10.358,12.723,5.13199761,5.13199761,0.225757328,14.834,8.699,0.052,0,95.575,0.087
Nigeria,1993,Africa,36.63981761,0.498298999,0.116675572,160.4593079,73.52978366,38.41433988,1.315524211,9.012,12.432,5.604997658,5.604997658,0.234147715,14.505,9.998,0.008,0,96.509,0.028
Nigeria,1994,Africa,30.84990257,0.430108029,0.100054115,161.6838904,71.72593971,35.81224647,1.266052526,7.156,8.004,5.492998887,5.492998887,0.232625545,15.531,9.595,0.025,0,96.216,0.025
Nigeria,1995,Africa,33.20078629,0.454977794,0.107756932,164.6169884,72.97232244,34.68499716,1.204604837,8.005,9.15,5.384995986,5.384995986,0.236839982,15.857,9.436,0.02,0,97.541,0.02
Nigeria,1996,Africa,36.92934167,0.486235144,0.115031739,177.1252008,75.9495527,33.86074001,1.112922237,9.236,10.959,5.457002334,5.457002334,0.236576357,16.243,9.052,0.008,0,108.032,0.008
Nigeria,1997,Africa,41.58412979,0.52587768,0.125835104,188.7734031,79.07566977,34.70248806,1.04492473,9.711,9.947,5.705996437,6.17799931,0.23928588,16.117,8.843,0.01,0,117.458,0.01
Nigeria,1998,Africa,37.63156887,0.470257534,0.111009083,184.6254425,80.02331938,38.21719277,0.997953212,8.523,7.263,5.9,6.268992921,0.23606019,15.111,8.521,0.012,0,111.375,0.012
Nigeria,1999,Africa,39.46383563,0.477284497,0.115738016,183.1061404,82.68409275,38.21244328,0.978324633,8.817,8.594,6.95,6.640000842,0.24249272,16.089,8.576,0.016,0,107.066,0.016
Nigeria,2000,Africa,43.99485192,0.505291506,0.122863645,197.9377135,87.06825933,38.21552251,0.948583868,9.665,4.98,12.46,7.645996879,0.243153989,14.727,8.688,0.003,0,115.178,0.003
Nigeria,2001,Africa,49.66137264,0.547164063,0.130939831,207.7869655,90.76139321,38.21627215,0.937143796,12.015,11.046,14.9,7.202004226,0.239306344,15.462,9.034,0.003,0,120.72,0.003
Nigeria,2002,Africa,51.3600372,0.549165941,0.117419243,192.2127318,93.52371172,38.21768392,1.296693466,12.301,10.697,14.2,7.644000137,0.213813774,21.545,12.843,0.043,0,103.618,0.043
Nigeria,2003,Africa,55.62115453,0.567294076,0.118457686,215.6309759,98.04642221,36.90051526,1.228908039,11.656,6.44,22.02998358,10.69399269,0.20881178,20.184,12.867,0.023,0,117.939,0.023
Nigeria,2004,Africa,55.87933089,0.561735148,0.108930821,229.5232766,99.47629429,33.40061792,1.508903336,11.512,5.544,24.06898348,11.02700341,0.193918471,24.275,16.036,0.008,0,127.481,0.008
Nigeria,2005,Africa,58.3584763,0.554490322,0.106882034,233.5519804,105.2470602,33.00055227,1.579211485,12.382,10.122,24.21100693,11.03601446,0.192757258,23.539,17.286,0.008,0,128.648,0.008
Nigeria,2006,Africa,53.12627054,0.501589147,0.091740439,233.2120833,105.9159091,27.10082215,1.381185413,10.35,6.103,28.28800072,11.56400162,0.18289957,23.11,15.268,0.008,0,122.314,0.008
Nigeria,2007,Africa,49.12451673,0.447170434,0.07958454,236.0401682,109.8563613,27.09983462,1.742988843,8.716,3.003,35.39604052,11.89400418,0.177973618,22.978,19.671,0.023,0,114.174,0.023
Nigeria,2008,Africa,54.05691215,0.477677188,0.082026634,231.9947394,113.1661998,27.10090005,1.57813223,10.809,5.192,34.51804074,11.07699514,0.171719807,21.11,18.517,0.032,0,109.214,0.032
Nigeria,2009,Africa,45.80562484,0.412331423,0.064335437,225.3570993,111.089338,22.90033878,1.539327792,9.072,2.779,24.4089884,9.6579964,0.15602846,19.777,18.051,0.034,0,109.451,0.034
Nigeria,2010,Africa,57.93061109,0.4547875,0.075334352,253.986288,127.3795149,24.40182229,1.669917139,12.15,5.254,32.5399599,10.78599529,0.165647366,26.121,20.876,0.038,0,126.511,0.038
Nigeria,2011,Africa,67.90080689,0.488783991,0.083849182,259.1102634,138.9178207,21.76148554,1.78351288,12.829,6.382,38.34099563,15.00834211,0.171546497,27.034,23.679,0.032,0,122.56,0.032
Nigeria,2012,Africa,72.2927391,0.515346479,0.085649648,265.9041634,140.2798738,19.77233961,1.822595561,14.015,5.04,41.20100316,15.44598073,0.166198181,28.727,25.399,0.048,0.07310196,121.294,0.048
Nigeria,2013,Africa,82.75368934,0.578885596,0.091911644,251.4552227,142.9534436,18.50198928,1.634571731,17.499,5.238,37.16604517,15.16099746,0.158773416,28.905,23.689,0.044,0.076111399,109.797,0.044
Nigeria,2014,Africa,91.34482533,0.623155022,0.095432027,255.8514189,146.5844327,16.64341302,1.667559275,19.321,3.336,42.41996732,17.05300166,0.153143317,32.253,24.625,0.046,0.068210709,109.809,0.046
Nigeria,2015,Africa,84.94336488,0.584867327,0.086450859,256.2471392,145.2352713,17.70852598,1.684678347,17.375,1.618,43.6880028,17.22301022,0.147812769,32.442,25.026,0.047,0.073978176,106.298,0.047
Nigeria,2016,Africa,86.43225012,0.577544225,0.08941184,241.5431853,149.6547734,24.34943131,1.660781914,18.278,3.351,40.3,16.51701833,0.154813841,33.586,25.241,0.046,0.080390639,91.849,0.046
Nigeria,2017,Africa,88.13891896,0.57861338,0.090448431,249.7589211,152.3278271,22.57209605,1.667167382,18.330857,4.379592,45.1,17.25580189,0.156319287,34.443877,25.91227,0.046371,0.081131982,93.28604,0.046371
Nigeria,2018,Africa,106.6690498,0.666314385,0.107383796,256.4712005,160.0881689,17.87914847,1.606130234,23.503012,2.693038,46.7,18.41276258,0.161160856,36.277438,26.543859,0.047269,0.077031349,95.741906,0.047269
Nigeria,2019,Africa,89.01843781,0.565632261,0.087678963,265.7150375,157.3786432,20.39601635,1.708937988,18.00940131,0.756321273,47.16723872,18.28137157,0.155010542,37.84443916,27.69041896,0.045,0.091330598,101.2973045,0.045
Nigeria,2020,Africa,89.36118109,0.563345342,0.090926187,252.6876782,158.6259341,19.21143844,1.808221889,17.73140328,0.013356667,47.90263092,18.93137322,0.161403992,40.28803028,29.47837152,0.042839916,0.085791121,86.80817649,0.042839916
Norway,1990,Europe,27.87981186,1.32300999,0.162718969,119.4831053,21.07301689,99.79236426,47.58718283,8.05,13.767,27.64198114,2.261997623,0.122991489,121.848,97.698,1.277,0.053345151,82.088,0.303
Norway,1991,Europe,26.3861867,1.212537225,0.149393146,131.4781879,21.76113537,99.80181787,49.24074123,7.667,13.279,27.4249963,2.216000158,0.12320706,111.009,99.903,1.156,0.03783477,93.716,0.33
Norway,1992,Europe,29.27201457,1.323253071,0.160012624,147.1551584,22.12125194,99.81787699,50.01150018,7.552,14.792,29.41900717,3.696998115,0.120923675,117.503,100.441,1.159,0.03659481,106.862,0.359
Norway,1993,Europe,31.19473071,1.324723074,0.165805268,155.3507043,23.54811457,99.80434113,49.32415411,7.747,14.849,28.86696969,4.195996027,0.12516221,120.107,101.932,1.239,0.052453229,114.471,0.268
Norway,1994,Europe,32.7032606,1.418387544,0.165458714,170.5433918,23.05664678,99.64624722,48.70648036,7.927,15.388,30.92700043,4.405004196,0.116652684,113.356,102.923,1.403,0.056459296,128.514,0.301
Norway,1995,Europe,32.13713262,1.367063527,0.156107419,185.0184451,23.50814865,99.66477001,47.85245079,8.262,13.819,31.44899522,3.851003126,0.114191781,123.199,104.965,1.523,0.04464322,138.5,0.292
Norway,1996,Europe,33.00589463,1.447778657,0.152652193,207.884073,22.797611,99.50087632,46.71848161,8.812,15.271,41.29399976,3.371996706,0.105438903,104.984,104.141,1.513,0.054293988,156.804,0.23
Norway,1997,Europe,34.75431088,1.438014371,0.152670595,213.3223378,24.16826395,99.58175484,47.23132756,8.653,16.076,46.72703676,4.426997265,0.106167642,111.657,104.894,1.504,0.050153595,156.502,0.386
Norway,1998,Europe,36.41340775,1.445078018,0.155868121,206.5330078,25.19822964,99.61797484,47.84514779,8.75,15.552,47.59795735,4.952997898,0.107861388,117.008,110.455,1.639,0.055551757,149.826,0.328
Norway,1999,Europe,37.73015197,1.429699989,0.158317744,210.1743084,26.39025828,99.56240782,47.2636188,8.81,15.953,50.99005426,5.491001308,0.110734941,122.717,110.224,1.554,0.066820408,149.35,0.404
Norway,2000,Europe,33.02799452,1.262179607,0.134283481,228.036849,26.16742843,99.71604817,47.39518969,8.275,15.756,53.2930198,4.108998017,0.106390153,142.982,110.918,1.571,0.035668825,160.99,0.632
Norway,2001,Europe,34.36042852,1.278155272,0.136861237,226.8508506,26.88282814,99.52252031,47.19027577,8.679,15.209,57.6639801,4.57500342,0.107077161,121.89,113.785,1.401,0.077118714,162.592,1.788
Norway,2002,Europe,34.02167075,1.350303011,0.133580023,235.5563859,25.19558239,99.58456065,46.83483193,8.676,13.875,69.35800874,4.518001659,0.098925961,130.705,110.464,1.21,0.084158984,157.773,2.132
Norway,2003,Europe,36.83423942,1.348538665,0.14331872,235.1637938,27.31418859,99.40245915,43.75910302,9.284,15.8,77.11499265,5.003002539,0.106277057,107.273,104.559,1.176,0.23771126,153.748,2.944
Norway,2004,Europe,37.19713452,1.390655152,0.139205085,229.0585545,26.74792128,99.35362557,45.1290961,8.956,15.075,80.95798968,5.334001061,0.100100363,110.617,109.692,1.347,0.263069872,144.043,2.904
Norway,2005,Europe,36.80301294,1.35829363,0.134206603,224.4089483,27.09503462,99.47467194,46.29122073,8.822,16.345,86.94600249,5.185996991,0.098805295,138.009,114.241,1.153,0.397800143,133.016,1.471
Norway,2006,Europe,37.25025963,1.356195399,0.13265412,215.6417386,27.466735,99.31815565,45.08294977,9.204,18.435,89.27600391,5.372999548,0.097813427,121.582,111.22,1.013,0.560115807,123.757,2.395
Norway,2007,Europe,37.70391596,1.352293893,0.130366171,215.4903516,27.88145103,99.14134935,45.21002607,9.381,18.147,91.57398911,5.427000088,0.096403727,137.192,114.947,1.12,0.688086769,119.53,4.073
Norway,2008,Europe,37.26454205,1.150351399,0.128236088,221.7926615,32.39405114,99.40689772,45.80173722,9.052,15.871,104.6600544,5.635005148,0.111475579,142.134,116.592,1.137,0.671901164,114.628,3.43
Norway,2009,Europe,37.33155215,1.180892392,0.130724321,217.3702341,31.61300081,96.59110743,45.95746834,8.943,15.313,108.8628793,5.959000076,0.110699605,131.773,113.423,0.817,0.745220948,109.976,2.641
Norway,2010,Europe,42.04055496,1.284429145,0.146187894,207.1494417,32.73092573,95.74975736,45.18089992,9.283,15.324,110.3529141,6.727995454,0.11381546,123.64,120.178,1.068,0.710934973,99.648,1.935
Norway,2011,Europe,40.22823904,1.417655462,0.138526322,198.6144003,28.37659792,96.57830154,44.66671647,8.904,16.124,105.7500025,6.244001866,0.097715084,127.539,114.579,1.101968388,1.005966802,94.235,1.386
Norway,2012,Europe,38.79802529,1.25936418,0.130085072,203.5066301,30.80762969,97.98256842,45.62916382,8.766,16.148,119.164066,5.824999596,0.103294245,147.663,118.356,1.132,1.048333029,87.648,1.229
Norway,2013,Europe,38.63947831,1.177230416,0.128227517,194.6825022,32.82235813,97.69079301,45.79661391,8.638,17.02,113.154913,5.765995846,0.108923041,134.072,119.094,1.136031612,1.402977505,83.452,1.855
Norway,2014,Europe,38.91276321,1.34380393,0.126640196,196.8694082,28.95717326,97.66852152,45.92509678,8.472,15.656,112.8770694,6.183006808,0.094240084,141.97,116.57,1.157968388,1.561597521,84.262,1.675
Norway,2015,Europe,39.12605497,1.323291268,0.124877839,207.5631308,29.56722827,97.69969421,46.45376061,8.513,16.623,121.2779403,6.414995592,0.094369125,144.546,119.526,1.13,1.739930541,87.821,1.106
Norway,2016,Europe,38.16702676,1.337567288,0.120525427,210.0416821,28.53465922,97.80196186,47.17935171,8.272,13.1,120.5980104,6.183995431,0.090107935,149.042,122.263,1.16,1.419734035,90.184,0.818
Norway,2017,Europe,37.81679779,1.258167528,0.11670803,215.8394255,30.05704484,97.82245116,47.11958389,7.971,16.621,128.2161065,6.44800571,0.092760326,149.48,122.988,1.213,1.909285523,88.985,0.131
Norway,2018,Europe,38.02828857,1.322138219,0.115866565,206.9635729,28.76271786,97.75367921,47.48975442,8.224207,17.694478,125.8093686,6.500283928,0.087635743,146.890774,126.144508,1.184854388,2.640191684,83.797,0.150354
Norway,2019,Europe,38.12419578,1.355011561,0.114832465,196.0882389,28.1356978,97.67128203,47.39331372,7.786006878,16.32764089,118.7678552,6.745118418,0.084746484,134.7447472,125.2394978,1.147754036,4.108691774,79.64069135,0.12128556
Norway,2020,Europe,34.9226261,1.289324685,0.111903337,210.4639157,27.08598268,98.37086423,48.22904006,7.200199215,14.75753664,115.9307121,6.134857449,0.086792209,154.2989061,123.3995462,1.156951871,6.41640171,94.63268754,0.070429087
Poland,1990,Europe,355.7266187,3.449998209,0.855896513,103.8794564,103.1092184,2.470820403,12.97072137,12.885,12.812,4.094996243,12.0960144,0.248086075,136.311,109.195,183.6386813,0,0.178,215.32
Poland,1991,Europe,353.9862053,3.505498657,0.915969555,99.83476116,100.9802713,2.593642829,12.14869215,12.574,11.57,4.37599748,10.95199197,0.261295081,134.714,102.833,183.1855912,0,0.173,209.782
Poland,1992,Europe,345.3481918,3.504039,0.871695014,97.67192431,98.55717698,2.772881356,11.90720739,12.867,12.833,4.203997049,10.5640136,0.248768639,132.75,98.444,174.2438675,0,0.218,198.472
Poland,1993,Europe,345.3000222,3.42043969,0.840165438,97.35732477,100.95194,2.716875705,11.23275483,13.569,13.822,5.165999545,10.8170092,0.245630829,133.867,99.335,175.8086649,0,0.256,198.584
Poland,1994,Europe,338.3778445,3.516984039,0.78193642,97.43621808,96.21250503,2.834935388,11.41860288,14,13.643,4.888999658,11.34001177,0.222331524,135.347,100.003,170.7230862,0,0.326,200.703
Poland,1995,Europe,338.9438611,3.406567023,0.732333611,99.3665426,99.49719436,2.819302764,11.68572036,14.457,13.684,5.065991348,11.77400236,0.214977015,139.006,103.81,168.4493242,0,0.365,200.713
Poland,1996,Europe,353.4133803,3.413721745,0.719990187,98.96589093,103.5272956,2.823856453,11.69143863,16.458,15.079,5.015002334,12.77998188,0.210910625,143.173,107.293,171.2560034,0.000719393,0.394,201.715
Poland,1997,Europe,342.8916423,3.354818257,0.656170441,100.0497953,102.2087088,2.79221234,12.1183971,17.71,15.586,5.101006471,12.92998264,0.195590459,142.79,108.851,164.6162525,0.001400658,0.403,200.924
Poland,1998,Europe,317.297202,3.32837952,0.580407398,87.37400457,95.33083596,3.187220304,13.10975517,18.26,16.682,5.118006238,12.79600768,0.174381375,142.789,108.661,151.9272253,0.002801336,0.556,178.546
Poland,1999,Europe,308.9186913,3.328755124,0.540013618,83.68115662,92.80306895,3.151384667,13.34706979,18.881,17.559,4.973995044,12.3289862,0.162226898,142.128,107.026,146.2734023,0.002814365,0.615,171.063
Poland,2000,Europe,295.8998417,3.327060393,0.494700717,79.43411344,88.93732206,2.990687679,14.25134647,18.586,18.43,5.224007565,13.34599786,0.148690032,145.184,108.818,141.293,0.003443906,0.898,162.815
Poland,2001,Europe,295.4908242,3.300080902,0.487927737,80.10692403,89.54047884,3.212559059,14.29299195,18.18,18.396,5.461994439,13.63500305,0.147853265,145.616,109.139,140.6201277,0.009614328,1.016,163.544
Poland,2002,Europe,288.8582114,3.257884109,0.467432485,80.02389896,88.66436057,3.048721258,14.27975072,18.121,17.577,5.551999946,13.42199359,0.143477321,144.126,107.657,136.5484642,0.042324078,0.992,161.915
Poland,2003,Europe,301.1691622,3.313374024,0.470589607,79.67295038,90.89500914,2.553567542,14.35850559,19.084,17.974,5.626004662,14.66399912,0.142027312,151.631,111.462,140.6779836,0.081777473,0.958,163.794
Poland,2004,Europe,303.5545058,3.32993536,0.451147513,78.68449575,91.15927878,3.12404725,14.41329379,20.218,18.531,5.939003459,15.53300066,0.135482364,154.159,114.798,139.597,0.232227765,1.096,162.428
Poland,2005,Europe,303.6621628,3.28796266,0.436072588,78.57584852,92.35572122,3.456185961,14.4262313,20.788,18.457,6.056990008,16.23100928,0.132626989,156.936,115.659,137.2409206,0.244048529,1.1,159.54
Poland,2006,Europe,316.7588344,3.264889051,0.428406043,77.57194918,97.0197852,3.257657257,14.46477768,21.988,21.047,5.99499183,16.18498241,0.131216111,161.742,121.279,140.2380312,0.314080449,1.032,156.067
Poland,2007,Europe,314.3215671,3.255405761,0.397169524,72.45712103,96.55372946,3.77601225,14.82828811,22.985,21.716,6.039990271,16.15898484,0.122003078,159.348,124.741,137.3258387,0.438034993,0.944,145.85
Poland,2008,Europe,311.1943514,3.173665741,0.377188991,71.301341,98.05517557,4.637970445,15.06163861,23.32,21.97,5.750004187,16.2880084,0.118849627,155.305,127.35,134.6201328,0.54409066,1.019,144.013
Poland,2009,Europe,299.5247908,3.174426227,0.353086717,67.41787373,94.35556835,6.114553124,14.7481217,23.458,22.006,5.862002803,15.99000886,0.111228516,151.72,122.303,127.52991,0.71513314,0.931,135.172
Poland,2010,Europe,318.0202539,3.156120353,0.361838345,67.38822237,100.7630313,7.266407454,14.48481208,24.52,23.563,6.079007243,17.1550177,0.114646561,157.657,129.424,133.5009705,1.05989585,1.043,133.238
Poland,2011,Europe,313.5172366,3.096395105,0.339672705,68.38700823,101.2523357,8.295423973,15.1297505,24.188,24.778,6.246991524,17.17802233,0.109699407,163.548,132.388,137.0726309,1.964560863,0.904,139.289
Poland,2012,Europe,307.625161,3.136346747,0.328014904,71.73951744,98.08391285,10.67417463,15.33991356,22.907,25.625,6.317004164,18.09698572,0.104585025,162.139,133.278,135.2258456,2.933285638,1.092,144.093
Poland,2013,Europe,304.7768354,3.103978672,0.320516544,71.48729844,98.18908814,10.70907765,15.76655086,21.461,24.893,6.205994117,18.22897778,0.103259905,164.58,134.481,136.882,3.65354235,1.501,142.866
Poland,2014,Europe,291.7762098,3.082869091,0.296989094,67.90238683,94.64437223,12.82165737,16.3553075,21.405,24.812,6.080010382,17.65798497,0.096335292,159.059,136.308,130.475,4.835312683,1.493,137.148
Poland,2015,Europe,296.0080193,3.097809091,0.290157169,68.52334038,95.55399014,14.11751867,16.34785924,23.086,27.486,6.077996623,18.20201713,0.093665284,164.944,138.927,129.098,6.622853817,1.557,135.814
